BJD - 2454833, Corrected Flux
2468.486579074, 1.020039452,
2468.507011318, 1.018448484,
2468.527443760, 1.015885216,
2468.547876103, 1.015648035,
2468.568308544, 1.016272849,
2468.588740786, 1.014441575,
2468.609173127, 1.015529101,
2468.629605567, 1.014670271,
2468.650037807, 1.016431178,
2468.690902584, 1.017045409,
2468.711334823, 1.016092380,
2468.731767160, 1.013935913,
2468.752199598, 1.012758112,
2468.772631834, 1.008987129,
2468.793064170, 1.011329498,
2468.813496606, 1.012814344,
2468.833928841, 1.010830079,
2468.854361175, 1.012104362,
2468.874793609, 1.009797369,
2468.895225843, 1.007830808,
2468.936090608, 1.007675203,
2468.956522840, 1.005336676,
2468.976955271, 1.007448038,
2468.997387602, 1.006257290,
2469.017819832, 1.006901495,
2469.038252262, 1.007177326,
2469.058684592, 1.005926620,
2469.079116820, 1.007732656,
2469.099549249, 1.007533354,
2469.119981576, 1.005734661,
2469.140413803, 1.010819065,
2469.181278556, 1.010259984,
2469.201710882, 1.007827213,
2469.222143207, 1.007832312,
2469.242575532, 1.006194908,
2469.263007956, 1.007164644,
2469.283440179, 1.007256541,
2469.303872503, 1.007299707,
2469.324304925, 1.009279510,
2469.344737247, 1.010928001,
2469.365169468, 1.009288201,
2469.385601890, 1.006939691,
2469.426466430, 1.005642498,
2469.446898849, 1.008681024,
2469.467331168, 1.006941252,
2469.487763387, 1.006653103,
2469.508195804, 1.005570111,
2469.528628122, 1.008211946,
2469.549060339, 1.006272727,
2469.569492755, 1.005419040,
2469.589924971, 1.003315622,
2469.610357386, 1.005086409,
2469.630789701, 1.005588330,
2469.671654329, 1.003498490,
2469.692086642, 1.003335499,
2469.712518955, 1.003458661,
2469.732951267, 1.006338833,
2469.753383578, 1.004757321,
2469.773815890, 1.005005981,
2469.794248200, 1.002691138,
2469.814680511, 1.001230170,
2469.835112820, 1.002922336,
2469.855545229, 1.003397480,
2469.875977438, 1.003237847,
2469.916842153, 1.001604165,
2469.937274360, 1.004687706,
2469.957706667, 1.007006380,
2469.978139073, 1.005745395,
2469.998571278, 1.001847029,
2470.019003683, 1.001867332,
2470.039435988, 1.000802378,
2470.059868192, 1.000091673,
2470.080300595, 1.003110770,
2470.100732898, 1.002996123,
2470.121165100, 1.003387225,
2470.162029803, 1.005131860,
2470.182462105, 1.004065833,
2470.202894405, 1.003046725,
2470.223326704, 1.001991208,
2470.243759004, 1.005856502,
2470.264191303, 1.003444270,
2470.284623601, 1.003350586,
2470.305055799, 1.003564404,
2470.325488196, 1.003889210,
2470.345920493, 1.002896251,
2470.366352689, 1.008179141,
2470.407217380, 1.002833596,
2470.427649575, 1.002647766,
2470.448081969, 1.001920002,
2470.468514262, 1.001200184,
2470.488946656, 1.000800631,
2470.509378849, 1.000399036,
2470.529811141, 1.001879538,
2470.550243532, 1.003427041,
2470.570675723, 1.000044063,
2470.591108014, 1.000330139,
2470.611540404, 0.997401769,
2470.652404883, 1.000335368,
2470.672837271, 0.999554191,
2470.693269560, 1.000324391,
2470.713701747, 1.000635453,
2470.734134134, 1.002090841,
2470.754566421, 1.000568857,
2470.774998606, 1.001941912,
2470.795430992, 0.997947647,
2470.815863277, 0.997897278,
2470.836295461, 1.005605051,
2470.856727845, 0.994792890,
2470.897592512, 0.998180829,
2470.918024694, 0.997835350,
2470.938456976, 0.999101819,
2470.958889358, 0.998979016,
2470.979321538, 0.998723517,
2470.999753819, 0.999754596,
2471.020186199, 0.999712689,
2471.040618378, 0.998004436,
2471.061050657, 0.999979136,
2471.081482936, 1.000265471,
2471.101915213, 0.999643202,
2471.142779768, 1.001041887,
2471.163212044, 1.001481982,
2471.183644320, 1.002073851,
2471.204076695, 1.000960055,
2471.224508870, 1.000978631,
2471.244941144, 1.001328196,
2471.265373518, 0.998535580,
2471.285805692, 1.001897141,
2471.306237964, 1.000950670,
2471.326670337, 1.000531256,
2471.347102509, 0.999732933,
2471.367534880, 1.000279759,
2471.387967151, 0.998620281,
2471.408399321, 0.998126035,
2471.428831691, 0.998355928,
2471.449263960, 1.000249325,
2471.469696129, 0.998181850,
2471.490128497, 0.998973286,
2471.510560765, 0.999220969,
2471.530993032, 0.999719473,
2471.551425299, 0.998080199,
2471.571857565, 1.004305784,
2471.592289831, 1.000888933,
2471.633154361, 0.997458276,
2471.653586625, 0.999335619,
2471.674018989, 0.998776643,
2471.694451152, 0.996779585,
2471.714883415, 0.997068916,
2471.735315777, 0.997921362,
2471.755747938, 1.012549026,
2471.776180200, 0.998375610,
2471.796612460, 0.999586123,
2471.817044721, 0.998800539,
2471.837477081, 0.998686487,
2471.878341498, 0.996057448,
2471.898773856, 0.995049418,
2471.919206014, 0.997228521,
2471.939638271, 0.997078484,
2471.960070628, 0.997097809,
2471.980502784, 0.997353032,
2472.000935040, 0.996818920,
2472.021367395, 1.000492561,
2472.041799650, 0.999585606,
2472.062231804, 1.001501066,
2472.082664157, 0.999230189,
2472.123528564, 0.999559955,
2472.143960916, 0.996511081,
