BJD - 2454833, Corrected Flux
2384.831355766, 0.995092441,
2384.851788220, 0.988444107,
2384.872220574, 1.009666783,
2384.913085280, 0.998528070,
2384.933517632, 1.019186980,
2384.953950084, 0.996023412,
2384.974382335, 0.970917814,
2384.994814686, 0.945679348,
2385.015247136, 1.010020146,
2385.035679486, 1.009738462,
2385.056111735, 0.997293923,
2385.076544184, 0.973213944,
2385.096976532, 0.974459767,
2385.117408880, 1.106842715,
2385.137841228, 0.983492520,
2385.158273574, 1.020830987,
2385.178705921, 0.999388805,
2385.199138266, 0.989548161,
2385.219570612, 0.978034416,
2385.240002957, 1.006689287,
2385.260435301, 1.016964919,
2385.280867645, 1.308206383,
2385.301299988, 1.020442724,
2385.321732332, 0.972106361,
2385.342164774, 1.022002205,
2385.362597016, 1.002579933,
2385.383029357, 0.989607355,
2385.403461798, 0.990856597,
2385.423894039, 1.000568768,
2385.444326378, 1.026143113,
2385.464758818, 1.001033580,
2385.485191057, 1.005939521,
2385.505623395, 1.034365373,
2385.526055834, 1.011806843,
2385.546488071, 0.988253178,
2385.566920508, 1.025533732,
2385.587352844, 0.972174283,
2385.607785181, 1.028120348,
2385.628217516, 1.002727862,
2385.648649851, 1.013730438,
2385.669082186, 1.014228049,
2385.689514520, 1.008793666,
2385.709946853, 0.992337882,
2385.730379186, 1.027575189,
2385.750811619, 1.014615755,
2385.771243851, 1.028462281,
2385.791676283, 0.993929617,
2385.812108614, 1.035345134,
2385.832540844, 0.960096822,
2385.852973275, 1.068117493,
2385.873405605, 1.006332125,
2385.893837833, 0.995324519,
2385.914270262, 1.002032136,
2385.934702590, 1.023735016,
2385.955134818, 0.970053969,
2385.975567246, 1.022826840,
2385.995999472, 1.048389646,
2386.016431798, 0.969377365,
2386.036864224, 1.006249140,
2386.057296450, 0.985868451,
2386.077728874, 1.108187376,
2386.098161199, 1.003515094,
2386.139025846, 1.049964138,
2386.159458169, 1.031889029,
2386.179890491, 1.009148933,
2386.200322813, 1.001262012,
2386.220755135, 0.983075459,
2386.241187455, 1.006412277,
2386.261619876, 1.025071966,
2386.282052096, 1.003152256,
2386.302484416, 0.948672960,
2386.322916835, 1.015522606,
2386.343349053, 1.017088309,
2386.384213789, 1.023539829,
2386.404646005, 1.014448802,
2386.425078422, 1.006610417,
2386.445510738, 1.018695502,
2386.465942954, 1.044270438,
2386.486375369, 0.975688391,
2386.506807683, 1.064269259,
2386.527239898, 1.016650999,
2386.547672312, 1.059279668,
2386.568104624, 1.017296105,
2386.588536937, 1.004655874,
2386.608969249, 0.980473117,
2386.629401561, 1.023412171,
2386.649833972, 1.038886709,
2386.670266183, 1.231078974,
2386.690698494, 1.008907234,
2386.711130803, 1.102986189,
2386.731563113, 0.992035063,
2386.751995422, 1.014111329,
2386.772427730, 1.006115056,
2386.792860038, 1.045196608,
2386.813292345, 1.008196449,
2386.833724752, 1.050894818,
2386.854156959, 1.012283373,
2386.874589265, 0.995379933,
2386.895021670, 0.982995180,
2386.915453875, 0.996882491,
2386.935886180, 1.032115580,
2386.956318584, 0.997864669,
2386.976750787, 0.962992744,
2386.997183190, 1.026270489,
2387.017615493, 1.001873297,
2387.038047695, 1.037054786,
2387.058480096, 1.051663438,
2387.078912398, 1.031851464,
2387.099344699, 1.030331100,
2387.119776999, 1.036134186,
2387.140209298, 1.036153526,
2387.160641598, 1.003224061,
2387.181073897, 1.010092123,
2387.201506195, 1.004113655,
2387.221938493, 1.005204672,
2387.242370890, 0.992504974,
2387.262803087, 1.006079762,
2387.283235383, 1.075322778,
2387.303667779, 0.980721636,
2387.324099974, 1.020526722,
2387.344532370, 1.046057625,
2387.364964664, 1.024808347,
2387.385396858, 0.974587667,
2387.405829251, 1.017520304,
2387.426261444, 1.046020896,
2387.446693737, 0.994645246,
2387.467126129, 1.018394185,
2387.487558321, 0.981472820,
2387.507990612, 1.045537610,
2387.528423003, 0.992275281,
2387.548855193, 0.974020422,
2387.569287482, 1.053226299,
2387.610152060, 1.043858783,
2387.630584349, 0.988341163,
2387.651016736, 1.020483778,
2387.671449024, 1.154863867,
2387.691881311, 1.048317965,
2387.712313597, 1.035275467,
2387.732745883, 0.993999592,
2387.753178269, 0.990723621,
2387.773610454, 1.012589716,
2387.794042738, 1.016109151,
2387.814475122, 1.014140643,
2387.834907305, 0.993156641,
2387.855339588, 1.034985437,
2387.875771971, 0.994975293,
2387.896204153, 1.055452581,
2387.916636435, 1.034444011,
2387.937068816, 0.999676913,
2387.957500997, 1.011400920,
2387.977933277, 1.010910964,
2387.998365657, 1.008002073,
2388.018797836, 1.063258373,
2388.039230215, 1.055511244,
2388.059662493, 0.959216105,
2388.080094771, 1.034189417,
2388.100527048, 0.999863171,
2388.120959326, 1.008403541,
2388.141391602, 1.006733844,
2388.161823878, 0.981320004,
2388.182256153, 0.981287420,
2388.202688328, 1.004581057,
2388.223120703, 1.019213088,
2388.243552977, 1.018000200,
2388.263985150, 1.024024875,
2388.284417524, 1.047256713,
2388.304849797, 1.014832940,
2388.366146612, 0.978638033,
2388.386578983, 1.039163675,
2388.407011153, 0.998839956,
2388.427443423, 0.986839505,
2388.447875792, 1.065817851,
2388.468307961, 1.012700732,
2388.488740230, 1.039103838,
2388.509172597, 1.003329024,
2388.529604765, 0.990006333,
2388.550037032, 1.046922447,
2388.570469399, 0.997147639,
2388.590901665, 0.997018176,
2388.611333831, 0.986312199,
2388.631766195, 0.976432276,
2388.652198460, 1.043713323,
2388.672630624, 0.968851617,
2388.693062988, 1.012634849,
2388.713495252, 1.003430794,
2388.733927414, 1.047969684,
2388.754359777, 1.066643841,
2388.774792038, 1.019802880,
2388.795224400, 1.023030701,
2388.815656561, 1.073884337,
2388.836088822, 1.031669787,
2388.856521182, 0.971026731,
2388.876953341, 1.060858880,
2388.897385600, 1.001814315,
2388.917817859, 1.071150536,
2388.938250117, 1.008763137,
2388.958682375, 0.971008445,
2388.979114632, 1.016899102,
2388.999546889, 1.022634142,
2389.019979145, 1.033311188,
2389.040411401, 0.985296958,
2389.060843656, 1.059007286,
2389.081275911, 1.025368470,
2389.101708266, 1.023066816,
2389.122140420, 0.977754464,
2389.142572773, 1.011228709,
2389.163005026, 0.999712231,
2389.183437179, 0.995625490,
2389.203869531, 0.988106382,
2389.224301782, 1.035678857,
2389.244733934, 1.006684114,
2389.265166284, 0.997494753,
2389.285598535, 1.005337353,
2389.306030685, 1.023102719,
2389.326463034, 1.013717726,
2389.346895283, 1.024546048,
2389.367327431, 1.019146620,
2389.387759779, 1.077087084,
2389.408192027, 1.001869718,
2389.428624274, 1.014682172,
2389.449056520, 0.989550321,
2389.469488766, 0.993514017,
2389.489921012, 1.089561239,
2389.510353258, 0.999527026,
2389.530785502, 1.025689019,
2389.551217846, 1.004768491,
2389.571650090, 0.943914692,
2389.592082234, 0.991648607,
2389.612514576, 0.986682404,
2389.632946719, 1.011549012,
2389.653378961, 0.997855454,
2389.673811302, 1.012044235,
2389.694243443, 0.996297286,
2389.714675684, 1.025928314,
2389.735108024, 1.014149011,
2389.755540164, 0.987856468,
2389.775972403, 1.023504072,
2389.796404741, 1.001824008,
2389.816836880, 0.996068647,
2389.837269118, 1.014030786,
2389.857701455, 1.022977329,
2389.878133592, 1.007970246,
2389.898565928, 0.984642511,
2389.918998164, 1.025875131,
2389.939430400, 0.985555369,
2389.959862635, 0.995775073,
2389.980294870, 0.996023385,
2390.000727104, 1.035536217,
2390.021159337, 1.052123391,
2390.041591571, 0.997400348,
2390.062023803, 1.014152914,
2390.082456036, 1.017985427,
2390.102888268, 0.960500869,
2390.123320499, 1.019370405,
2390.143752830, 0.997320413,
2390.164184960, 0.975289767,
2390.184617190, 0.982916299,
2390.205049520, 0.986986611,
2390.225481649, 1.018729715,
2390.245913878, 1.015975949,
2390.266346206, 1.004476264,
2390.307210661, 0.967984213,
2390.327642888, 0.999505460,
2390.348075014, 1.012945859,
2390.368507340, 1.049752809,
2390.388939566, 0.994418430,
2390.409371690, 1.031575693,
2390.429804015, 1.026127154,
2390.450236139, 0.971147217,
2390.470668363, 0.991272936,
2390.491100686, 1.057742465,
2390.511532909, 1.010509907,
2390.531965031, 1.032066540,
2390.552397353, 1.055753554,
2390.572829574, 1.012304804,
2390.593261696, 1.029482259,
2390.613694016, 1.001721227,
2390.634126236, 1.005733313,
2390.654558355, 1.025970873,
2390.674990675, 0.950716044,
2390.695422893, 1.052453815,
2390.715855211, 1.026057699,
2390.736287329, 0.998722580,
2390.756719546, 0.995932458,
2390.777151863, 1.009650990,
2390.797583980, 1.007567707,
2390.818016196, 0.996458804,
2390.838448511, 1.015255624,
2390.858880626, 1.005738205,
2390.879312841, 1.044039567,
2390.899745155, 1.027409451,
