BJD - 2454833, Corrected Flux
2384.831271176, 0.935008023,
2384.851703600, 0.908077891,
2384.872135925, 0.905711543,
2384.913000572, 0.847762202,
2384.933432895, 0.907485480,
2384.953865317, 0.880182002,
2384.974297539, 1.009957397,
2384.994729860, 0.935184698,
2385.015162281, 0.985324481,
2385.035594602, 0.909391052,
2385.056026822, 0.934416057,
2385.076459241, 0.917900294,
2385.096891560, 1.047168729,
2385.117323879, 0.948995036,
2385.137756197, 0.861913198,
2385.158188514, 0.912866532,
2385.178620832, 0.966772536,
2385.199053148, 0.896383301,
2385.219485464, 0.807793216,
2385.239917780, 0.868765089,
2385.260350095, 0.944836001,
2385.280782409, 0.995214648,
2385.301214723, 0.995863239,
2385.321647037, 0.876695219,
2385.342079450, 0.815024057,
2385.362511663, 0.903141031,
2385.382943975, 0.938350638,
2385.403376387, 0.701448658,
2385.423808598, 0.870435441,
2385.444240909, 1.086838833,
2385.464673319, 0.929819369,
2385.485105529, 0.842934939,
2385.505537839, 0.876823881,
2385.525970247, 0.835808759,
2385.546402456, 0.795165919,
2385.566834863, 0.839806538,
2385.587267171, 0.912553740,
2385.607699478, 0.875934289,
2385.628131784, 0.901736214,
2385.648564090, 0.910194026,
2385.668996396, 0.901745950,
2385.689428701, 0.930143113,
2385.709861005, 0.908417315,
2385.730293309, 0.949598784,
2385.750725713, 0.928062562,
2385.771157916, 0.791763990,
2385.791590318, 0.890402827,
2385.812022621, 0.856705104,
2385.832454822, 0.838236538,
2385.852887224, 0.867265288,
2385.873319524, 1.000993645,
2385.893751724, 0.942924879,
2385.914184124, 0.867141406,
2385.934616423, 0.894773470,
2385.955048622, 0.867470730,
2385.975481020, 0.807999944,
2385.995913218, 0.852979222,
2386.016345516, 0.868883039,
2386.036777912, 0.841621750,
2386.057210109, 0.848677272,
2386.077642504, 0.871734765,
2386.098074800, 0.875363761,
2386.138939389, 0.861346257,
2386.159371683, 0.838484044,
2386.179803977, 0.869816709,
2386.200236270, 0.744135540,
2386.220668563, 0.893704363,
2386.241100855, 0.919307398,
2386.261533246, 0.897506005,
2386.281965437, 0.839214705,
2386.302397728, 0.801218936,
2386.322830118, 0.897942366,
2386.343262308, 0.808069768,
2386.384126986, 0.818051146,
2386.404559174, 0.829636075,
2386.424991562, 0.784368222,
2386.445423849, 0.802794219,
2386.465856036, 0.875342732,
2386.486288422, 0.819148712,
2386.506720708, 0.823567314,
2386.527152894, 0.791809039,
2386.547585278, 0.847741821,
