BJD - 2454833, Corrected Flux
2384.831323560, 1.015333745,
2384.851756025, 1.009419361,
2384.872188390, 1.018885740,
2384.913053118, 1.019384542,
2384.933485481, 1.013324854,
2384.953917944, 1.007949720,
2384.974350206, 1.015976645,
2384.994782567, 1.021928621,
2385.015215029, 1.005429389,
2385.035647389, 1.019558847,
2385.056079649, 1.005385972,
2385.076512109, 1.013965199,
2385.096944468, 1.011710280,
2385.117376827, 1.021985425,
2385.137809185, 1.017805750,
2385.158241543, 1.028640931,
2385.178673900, 1.016498654,
2385.199106257, 1.011994830,
2385.219538614, 1.026688656,
2385.239970969, 1.021721714,
2385.260403325, 1.006060517,
2385.280835679, 1.013136177,
2385.301268034, 1.011552414,
2385.321700388, 1.023729021,
2385.342132841, 1.005517719,
2385.362565094, 1.005918137,
2385.382997446, 1.011074905,
2385.403429898, 1.018696672,
2385.423862150, 1.029102770,
2385.444294501, 1.013477194,
2385.464726951, 1.014603444,
2385.485159201, 1.016850072,
2385.505591550, 1.003864831,
2385.526024000, 1.019664334,
2385.546456248, 1.010829174,
2385.566888696, 1.028576054,
2385.587321044, 1.020188878,
2385.607753390, 1.009778029,
2385.628185737, 1.008059599,
2385.648618083, 1.017079359,
2385.669050429, 1.017387894,
2385.689482774, 1.022973253,
2385.709915118, 1.012176108,
2385.730347463, 1.003490901,
2385.750779906, 1.013245896,
2385.771212149, 1.015050760,
2385.791644592, 1.006582509,
2385.812076934, 1.007800361,
2385.832509176, 1.005648409,
2385.852941617, 1.014390694,
2385.873373958, 1.013068496,
2385.893806198, 1.015484423,
2385.914238638, 1.014465710,
2385.934670977, 1.007031531,
2385.955103216, 0.999002961,
2385.975535654, 1.007361870,
2385.995967892, 1.008766981,
2386.016400229, 1.006851385,
2386.036832666, 1.009517060,
2386.057264903, 1.007376950,
2386.077697338, 1.000600430,
2386.098129674, 1.006404436,
2386.138994343, 1.010349334,
2386.159426677, 1.019269154,
2386.179859011, 1.001377896,
2386.200291344, 0.997571145,
2386.220723676, 1.002770135,
2386.241156008, 1.002277997,
2386.261588440, 1.011131726,
2386.282020671, 0.989311154,
2386.302453002, 1.005195706,
2386.322885432, 1.002255436,
2386.343317661, 1.012934988,
2386.384182419, 1.009090916,
2386.404614647, 0.999762095,
2386.425047075, 1.010286689,
2386.445479402, 0.998423035,
2386.465911629, 0.995262467,
2386.486344055, 1.009147379,
2386.506776381, 1.001072827,
2386.527208607, 1.005167739,
2386.547641031, 0.995815907,
2386.568073356, 1.002942284,
2386.588505679, 0.997886459,
2386.608938003, 0.995730253,
2386.629370326, 1.006192842,
2386.649802748, 0.992499937,
2386.670234970, 1.000765477,
2386.690667292, 1.005424217,
2386.711099613, 1.023908725,
2386.731531933, 0.990216629,
2386.751964253, 1.001090316,
2386.772396573, 0.989010907,
2386.792828892, 1.003023446,
2386.813261210, 1.003691057,
2386.833693629, 0.987111526,
2386.854125846, 0.999521149,
2386.874558164, 0.999308624,
2386.894990580, 1.003684665,
2386.915422796, 1.006814073,
2386.935855112, 1.002599675,
2386.956287527, 1.012987490,
2386.976719742, 0.997887830,
2386.997152156, 0.995206920,
2387.017584470, 1.000738348,
2387.038016684, 0.994736894,
2387.058449096, 0.988111533,
2387.078881409, 1.001716419,
2387.099313721, 1.004978269,
2387.119746032, 0.994233964,
2387.140178343, 1.003820160,
2387.160610654, 1.005315700,
2387.181042964, 0.993869402,
2387.201475273, 1.010616169,
2387.221907583, 0.998437051,
2387.242339991, 0.987902367,
