BJD - 2454833, Corrected Flux
2384.830878731, 1.034570223,
2384.851311031, 1.032008512,
2384.871743230, 1.044321698,
2384.912607627, 1.035007246,
2384.933039825, 1.035012773,
2384.953472123, 1.032307795,
2384.973904220, 1.034599737,
2384.994336416, 1.037384865,
2385.014768713, 1.030904212,
2385.035200908, 1.032785433,
2385.055633003, 1.039908010,
2385.076065298, 1.035391768,
2385.096497493, 1.032453122,
2385.116929687, 1.031702721,
2385.137361880, 1.037140411,
2385.157794073, 1.036265878,
2385.178226266, 1.035591320,
2385.198658458, 1.032203262,
2385.219090650, 1.040290831,
2385.239522841, 1.037995410,
2385.259955032, 1.039556933,
2385.280387222, 1.061978996,
2385.300819412, 1.043616036,
2385.321251602, 1.035034879,
2385.341683891, 1.044265457,
2385.362115980, 1.043439851,
2385.382548168, 1.038598296,
2385.402980455, 1.041911280,
2385.423412543, 1.042486337,
2385.443844730, 1.037204259,
2385.464277016, 1.033808584,
2385.484709102, 1.034178808,
2385.505141287, 1.038194331,
2385.525573573, 1.038899925,
2385.546005658, 1.040820741,
2385.566437942, 1.043079078,
2385.586870126, 1.053316449,
2385.607302309, 1.050116760,
2385.627734492, 1.038930564,
2385.648166674, 1.041421770,
2385.668598857, 1.034786522,
2385.689031038, 1.038480106,
2385.709463219, 1.043047762,
2385.729895400, 1.040552545,
2385.750327680, 1.041227320,
2385.770759760, 1.046155510,
2385.791192040, 1.040281924,
2385.811624218, 1.040804252,
2385.832056297, 1.042994012,
2385.852488575, 1.040659033,
2385.872920753, 1.041313790,
2385.893352830, 1.040722762,
2385.913785107, 1.040131109,
2385.934217283, 1.037718484,
2385.954649359, 1.041040891,
2385.975081635, 1.045468632,
2385.995513710, 1.039167276,
2386.015945885, 1.041579725,
2386.036378159, 1.039264015,
2386.056810232, 1.039631629,
2386.077242506, 1.037707011,
2386.097674679, 1.043514411,
2386.138539023, 1.036348356,
2386.158971195, 1.046400015,
2386.179403366, 1.043404927,
2386.199835537, 1.043337965,
2386.220267707, 1.041559548,
2386.240699877, 1.037895456,
2386.261132146, 1.039117460,
2386.281564215, 1.044450212,
2386.301996384, 1.046242883,
2386.322428652, 1.037818367,
2386.342860720, 1.039347949,
2386.383725154, 1.041406651,
2386.404157220, 1.040573173,
2386.424589486, 1.046048559,
2386.445021652, 1.040516692,
2386.465453717, 1.040127132,
2386.485885981, 1.040516474,
2386.506318146, 1.046736651,
2386.526750210, 1.039728235,
2386.547182473, 1.042143228,
2386.567614636, 1.039122750,
2386.588046798, 1.039351498,
2386.608478961, 1.035730787,
2386.628911122, 1.035194734,
2386.649343383, 1.036690606,
2386.669775444, 1.042156537,
2386.690207605, 1.044630141,
2386.710639764, 1.038038769,
2386.731071924, 1.038423796,
2386.751504083, 1.035646542,
2386.771936242, 1.041665252,
2386.792368400, 1.039255403,
2386.812800558, 1.046115973,
2386.833232815, 1.042846875,
2386.853664872, 1.040557946,
2386.874097028, 1.040757963,
2386.894529284, 1.036979866,
2386.914961340, 1.038448739,
2386.935393495, 1.045729733,
2386.955825750, 1.051384503,
2386.976257804, 1.037666160,
2386.996690058, 1.038437741,
2387.017122212, 1.038557281,
2387.037554265, 1.036686464,
2387.057986517, 1.036441445,
2387.078418670, 1.040295259,
2387.098850821, 1.038516641,
2387.119282973, 1.039916228,
2387.139715124, 1.037688255,
2387.160147275, 1.035174594,
2387.180579424, 1.040591355,
2387.201011574, 1.039910305,
2387.221443723, 1.038949484,
2387.241875972, 1.038997622,
2387.262308020, 1.038401735,
2387.282740168, 1.030808243,
2387.303172416, 1.037515107,
2387.323604463, 1.038492372,
2387.344036710, 1.033039212,
2387.364468856, 1.033282669,
2387.384900902, 1.029351730,
2387.405333147, 1.042492775,
2387.425765192, 1.039174755,
2387.446197337, 1.036735920,
2387.466629581, 1.035533299,
2387.487061625, 1.036576628,
2387.507493768, 1.037024504,
2387.527926011, 1.042580730,
2387.548358053, 1.037437647,
2387.568790195, 1.042934625,
2387.609654478, 1.038082938,
2387.630086619, 1.035813209,
2387.650518859, 1.042823263,
2387.670950999, 1.038003859,
2387.691383139, 1.037305728,
2387.711815277, 1.036734205,
2387.732247416, 1.036150599,
2387.752679654, 1.045141800,
2387.773111692, 1.034530913,
2387.793543830, 1.038166706,
2387.813976066, 1.034568668,
2387.834408103, 1.035714052,
2387.854840239, 1.039872507,
2387.875272475, 1.034420072,
2387.895704510, 1.036638009,
2387.916136645, 1.035537031,
2387.936568879, 1.037075624,
2387.957000914, 1.034403472,
2387.977433047, 1.038772089,
2387.997865280, 1.034676114,
2388.018297313, 1.040552471,
2388.038729545, 1.043366017,
2388.059161677, 1.038027754,
2388.079593808, 1.038471373,
2388.100025940, 1.037038702,
2388.120458070, 1.034909004,
2388.140890200, 1.034227270,
2388.161322330, 1.036000328,
2388.181754460, 1.039786351,
2388.202186489, 1.044077165,
2388.222618717, 1.032527686,
2388.243050845, 1.035096066,
2388.263482873, 1.039980680,
2388.283915100, 1.036583086,
2388.304347227, 1.035583011,
2388.365643606, 1.033031996,
2388.386075830, 1.039715407,
2388.406507855, 1.039794057,
2388.426939980, 1.035672028,
2388.447372204, 1.037187066,
2388.467804227, 1.037156115,
2388.488236351, 1.039101279,
2388.508668573, 1.036044943,
2388.529100596, 1.039989093,
2388.549532718, 1.038299979,
2388.569964939, 1.040430699,
2388.590397060, 1.037484955,
2388.610829081, 1.042205477,
2388.631261301, 1.042989199,
2388.651693420, 1.040070870,
2388.672125440, 1.040084222,
2388.692557659, 1.039247719,
2388.712989778, 1.044024383,
2388.733421796, 1.038568924,
2388.753854014, 1.038830411,
2388.774286131, 1.042020439,
2388.794718348, 1.032881233,
2388.815150364, 1.038590779,
2388.835582480, 1.041913647,
2388.856014696, 1.038325112,
2388.876446711, 1.035881724,
2388.896878826, 1.040881982,
2388.917310941, 1.037625421,
2388.937743054, 1.039543307,
2388.958175168, 1.039965549,
2388.978607282, 1.038625582,
2388.999039394, 1.039156810,
2389.019471506, 1.151208445,
