BJD - 2454833, Corrected Flux
2384.830990554, 1.007914676,
2384.851422886, 1.010893466,
2384.871855118, 1.008906562,
2384.912719580, 1.016700187,
2384.933151811, 1.017779675,
2384.953584141, 1.015469867,
2384.974016270, 1.016204039,
2384.994448500, 1.016930739,
2385.014880829, 1.014933657,
2385.035313057, 1.013990842,
2385.055745184, 1.013077728,
2385.076177512, 1.013555050,
2385.096609739, 1.013724506,
2385.117041965, 1.013659036,
2385.137474191, 1.011180334,
2385.157906417, 1.012140068,
2385.178338642, 1.014703598,
2385.198770867, 1.013587855,
2385.219203091, 1.010248579,
2385.239635315, 1.013025800,
2385.260067538, 1.015564978,
2385.280499760, 1.015312835,
2385.300931983, 1.011850166,
2385.321364205, 1.012941196,
2385.341796526, 1.016153204,
2385.362228647, 1.015488354,
2385.382660867, 1.016219837,
2385.403093188, 1.008063122,
2385.423525307, 1.012855045,
2385.443957526, 1.009434206,
2385.464389845, 1.010033961,
2385.484821964, 1.011750923,
2385.505254181, 1.014495769,
2385.525686498, 1.009547669,
2385.546118615, 1.012757032,
2385.566550932, 1.011465128,
2385.586983148, 1.012317336,
2385.607415364, 1.009091021,
2385.627847579, 1.011716064,
2385.648279793, 1.009857753,
2385.668712008, 1.011010757,
2385.689144221, 1.008064920,
2385.709576435, 1.008001370,
2385.730008647, 1.014836113,
2385.750440960, 1.011906627,
2385.770873072, 1.010603051,
2385.791305383, 1.010930623,
2385.811737594, 1.010176609,
2385.832169705, 1.012411333,
2385.852602015, 1.011357840,
2385.873034225, 1.012971483,
2385.893466334, 1.006180291,
2385.913898643, 1.010840312,
2385.934330851, 1.008927026,
2385.954762959, 1.009240368,
2385.975195266, 1.013668608,
2385.995627373, 1.012777204,
2386.016059580, 1.011558337,
2386.036491886, 1.010397011,
2386.056923992, 1.011730435,
2386.077356297, 1.009167005,
2386.097788502, 1.006019796,
2386.138652910, 1.007736543,
2386.159085113, 1.003209312,
2386.179517316, 1.010585820,
2386.199949519, 1.008726671,
2386.220381721, 1.012526166,
2386.240813922, 1.010895595,
2386.261246224, 1.012783532,
2386.281678324, 1.011467918,
2386.302110524, 1.007963971,
2386.322542824, 1.011452620,
2386.342974924, 1.004049646,
2386.383839421, 1.011046956,
2386.404271519, 1.009805021,
2386.424703817, 1.008781475,
2386.445136014, 1.009780458,
2386.465568110, 1.006281853,
2386.486000407, 1.010864202,
2386.506432603, 1.014571050,
2386.526864698, 1.009344643,
2386.547296993, 1.008655732,
2386.567729187, 1.008068479,
2386.588161381, 1.010054546,
2386.608593575, 1.010772486,
2386.629025768, 1.005779956,
2386.649458061, 1.008956398,
2386.669890153, 1.006195178,
2386.690322345, 1.006773968,
2386.710754536, 1.009456731,
2386.731186727, 1.010363529,
2386.751618918, 1.011837274,
2386.772051108, 1.010643759,
2386.792483297, 1.009285451,
2386.812915486, 1.008960415,
2386.833347775, 1.009250381,
2386.853779863, 1.011325965,
2386.874212051, 1.009505929,
2386.894644339, 1.010532468,
2386.915076425, 1.007223977,
2386.935508612, 1.009608823,
2386.955940898, 1.008371442,
2386.976372984, 1.009447025,
2386.996805269, 1.010816196,
2387.017237453, 1.023316855,
2387.037669538, 1.012671953,
2387.058101822, 1.008089217,
2387.078534005, 1.006343060,
2387.098966188, 1.010933574,
2387.119398371, 1.009306544,
2387.139830553, 1.010841559,
2387.160262734, 1.015463770,
2387.180694915, 1.007257240,
2387.201127096, 1.010488460,
2387.221559276, 1.007179309,
2387.241991556, 1.009425595,
2387.262423636, 1.011778538,
2387.282855815, 1.010940784,
2387.303288093, 1.009411641,
2387.323720172, 1.007576022,
2387.344152449, 1.009508241,
2387.364584626, 1.010551921,
2387.385016703, 1.009208674,
2387.405448979, 1.009997912,
2387.425881055, 1.012146857,
2387.446313231, 1.009202488,
2387.466745506, 1.008754388,
2387.487177581, 1.012478569,
2387.507609755, 1.011948974,
2387.528042029, 1.010330977,
2387.548474102, 1.013173809,
2387.568906275, 1.009329186,
2387.609770619, 1.012069502,
2387.630202791, 1.007321362,
2387.650635062, 1.015125431,
2387.671067233, 1.010116109,
2387.691499403, 1.009359746,
2387.711931573, 1.001100350,
2387.732363742, 1.008641500,
2387.752796011, 1.010863374,
2387.773228080, 1.011092557,
2387.793660248, 1.005861863,
2387.814092515, 1.005564440,
2387.834524582, 1.008576350,
2387.854956749, 1.008317236,
2387.875389015, 1.007460967,
2387.895821081, 1.004785706,
2387.916253247, 1.010829070,
