BJD - 2454833, Corrected Flux
2468.486085319, 0.981566784,
2468.506517362, 0.984929490,
2468.526949604, 0.983314534,
2468.547381746, 0.983007268,
2468.567813987, 0.984707536,
2468.588246028, 0.985611686,
2468.608678168, 0.981572258,
2468.629110408, 0.979375596,
2468.649542448, 0.986047013,
2468.690406825, 0.980437077,
2468.710838863, 0.984741036,
2468.731271001, 0.982934294,
2468.751703238, 0.985066624,
2468.772135274, 0.986368586,
2468.792567410, 0.985985427,
2468.812999646, 0.983453646,
2468.833431681, 0.984929851,
2468.853863816, 0.982446995,
2468.874296051, 0.984092653,
2468.894728084, 0.984304893,
2468.935592451, 0.984439075,
2468.956024483, 0.985233246,
2468.976456715, 0.983612365,
2468.996888846, 0.984257464,
2469.017320878, 0.984079786,
2469.037753108, 0.984540073,
2469.058185238, 0.982526980,
2469.078617268, 0.983486881,
2469.099049497, 0.982121593,
2469.119481626, 0.980183230,
2469.139913654, 0.983716929,
2469.180778009, 0.984770571,
2469.201210136, 0.985726385,
2469.221642263, 0.984996726,
2469.242074388, 0.983477377,
2469.262506614, 0.985397445,
2469.282938639, 0.985654320,
2469.303370764, 0.982274732,
2469.323802988, 0.983572343,
2469.344235111, 0.983422245,
2469.364667134, 0.983954300,
2469.385099357, 0.983859224,
2469.425963501, 0.984046415,
2469.446395723, 0.983329895,
2469.466827843, 0.981969189,
2469.487259864, 0.983682511,
2469.507692084, 0.987825204,
2469.528124203, 0.985328397,
2469.548556223, 0.985995007,
2469.568988441, 0.984752683,
2469.589420459, 0.982252039,
2469.609852677, 0.982560208,
2469.630284794, 0.981685599,
2469.671149027, 0.986138550,
2469.691581143, 0.986242913,
2469.712013258, 0.985201874,
2469.732445373, 0.985954947,
2469.752877487, 0.982806019,
2469.773309602, 0.985498486,
2469.793741715, 0.987249796,
2469.814173828, 0.986694191,
2469.834605941, 0.987652235,
2469.855038153, 0.983169381,
2469.875470164, 0.985003366,
2469.916334487, 0.991386628,
2469.936766497, 0.985131479,
2469.957198607, 0.986727710,
2469.977630816, 0.984404892,
2469.998062825, 0.984585885,
2470.018495034, 0.983458912,
2470.038927142, 0.984000775,
2470.059359149, 0.982920460,
2470.079791356, 0.982459872,
2470.100223463, 0.982108123,
2470.120655469, 0.984517192,
2470.161519780, 0.984859080,
2470.181951885, 0.984792403,
2470.202383990, 0.986933322,
2470.222816093, 0.983815620,
2470.243248197, 0.985037506,
2470.263680300, 0.981797189,
2470.284112403, 0.986699517,
2470.304544405, 0.983127659,
2470.324976606, 0.983400952,
2470.345408708, 0.982619502,
2470.365840708, 0.982320202,
2470.406705008, 0.981505488,
2470.427137008, 0.981893129,
2470.447569207, 0.983319969,
2470.468001305, 0.979817534,
2470.488433503, 0.980765559,
2470.508865501, 0.982173328,
2470.529297598, 0.982488747,
2470.549729795, 0.981655505,
2470.570161790, 0.980786668,
2470.590593886, 0.976834671,
2470.611026082, 0.984148469,
2470.651890171, 0.981784165,
2470.672322365, 0.984569364,
2470.692754459, 0.984813026,
2470.713186452, 0.982676973,
2470.733618644, 0.983466984,
2470.754050736, 0.986992305,
2470.774482728, 0.985671304,
2470.794914919, 0.983772628,
2470.815347010, 0.984802044,
2470.835779001, 0.981356004,
2470.856211190, 0.985045095,
2470.897075469, 0.986354951,
2470.917507457, 0.987217796,
2470.937939545, 0.983096297,
2470.958371733, 0.984658409,
2470.978803720, 0.982466031,
2470.999235807, 0.983720826,
2471.019667993, 0.986831435,
2471.040099979, 0.982258152,
2471.060532064, 0.986703706,
2471.080964150, 0.982941734,
2471.101396234, 0.985190208,
2471.142260401, 0.983148657,
2471.162692485, 0.983672771,
2471.183124568, 0.984223751,
2471.203556750, 0.982982059,
2471.223988732, 0.983752087,
2471.244420813, 0.984930835,
2471.264852994, 0.982419752,
2471.285284974, 0.983893674,
2471.305717054, 0.983691158,
2471.326149234, 0.983879555,
2471.346581213, 0.986326116,
2471.367013392, 0.988409670,
2471.387445470, 0.983395652,
2471.407877448, 0.984384575,
2471.428309625, 0.982331192,
2471.448741702, 0.984224553,
2471.469173679, 0.984600165,
2471.489605854, 0.984190365,
2471.510037930, 0.986275670,
2471.530470005, 0.984857048,
2471.550902080, 0.984691963,
2471.571334154, 0.985266296,
2471.591766228, 0.982789468,
2471.632630374, 0.985122713,
2471.653062447, 0.985267890,
2471.673494618, 0.983921097,
2471.693926590, 0.982764803,
2471.714358661, 0.985760987,
2471.734790832, 0.983148159,
2471.755222802, 0.984520497,
2471.775654872, 0.985136027,
2471.796086941, 0.985093416,
2471.816519010, 0.983767125,
2471.836951178, 0.988339955,
2471.877815214, 0.983573322,
2471.898247381, 0.984698474,
2471.918679348, 0.983927460,
2471.939111414, 0.983762360,
2471.959543580, 0.983650133,
2471.979975545, 0.985763075,
2472.000407611, 0.984635079,
2472.020839775, 0.984859597,
2472.041271839, 0.985130146,
2472.061703802, 0.985689411,
2472.082135966, 0.986890761,
2472.122999991, 0.985275383,
2472.143432152, 0.986066529,
2472.163864214, 0.983457769,
2472.184296175, 0.985182383,
2472.204728335, 0.982742362,
2472.225160396, 0.983482302,
2472.245592355, 0.983174888,
2472.266024514, 0.984309484,
2472.286456573, 0.980762528,
