BJD - 2454833, Corrected Flux
2468.486883092, 0.991558129,
2468.507315451, 0.994479811,
2468.527748009, 0.991649554,
2468.548180466, 0.992002214,
2468.568613023, 0.995792694,
2468.589045380, 0.998070233,
2468.609477836, 0.998978386,
2468.629910391, 1.001716411,
2468.650342746, 1.002060570,
2468.691207754, 0.994027125,
2468.711640107, 0.995178920,
2468.732072559, 0.992114075,
2468.752505111, 0.992830548,
2468.772937463, 0.993458259,
2468.793369913, 0.994867495,
2468.813802464, 0.994347300,
2468.834234814, 0.996897107,
2468.854667263, 1.000062716,
2468.875099811, 0.999031788,
2468.895532159, 1.002740449,
2468.936397154, 0.996434702,
2468.956829500, 0.996494570,
2468.977262046, 0.996879709,
2468.997694492, 0.995460144,
2469.018126836, 1.000852720,
2469.038559380, 1.002376921,
2469.058991824, 1.001068671,
2469.079424167, 0.996873757,
2469.099856709, 1.001123129,
2469.120289151, 1.002474935,
2469.140721493, 0.999779486,
2469.181586474, 1.001414997,
2469.202018914, 0.994262882,
2469.222451353, 0.996277667,
2469.242883792, 0.997440019,
2469.263316330, 0.997621631,
2469.283748667, 0.997122581,
2469.304181104, 1.000626634,
2469.324613641, 0.999587602,
2469.345046076, 1.000172502,
2469.365478412, 0.999054140,
2469.385910947, 1.000422362,
2469.426775714, 0.993316423,
2469.447208247, 0.995392493,
2469.467640680, 0.997807772,
2469.488073012, 0.993564161,
2469.508505543, 0.997016050,
2469.528937974, 1.000268157,
2469.549370305, 0.999154198,
2469.569802834, 0.998352871,
2469.590235164, 0.996224697,
2469.610667692, 1.000703874,
2469.631100121, 0.998419541,
2469.671964975, 0.993293624,
2469.692397402, 0.994892826,
2469.712829827, 0.995160562,
2469.733262253, 0.998715638,
2469.753694677, 0.995117671,
2469.774127102, 0.997590476,
2469.794559525, 0.997650229,
2469.814991949, 0.998686817,
2469.835424371, 1.001759067,
2469.855856893, 0.998750810,
2469.876289215, 0.997925325,
2469.917154156, 0.998661846,
2469.937586476, 1.001272141,
2469.958018895, 1.000697393,
2469.978451414, 1.000727593,
2469.998883732, 0.996541637,
2470.019316250, 0.996556713,
2470.039748666, 0.999122975,
2470.060180983, 0.997872540,
2470.080613499, 0.994656420,
2470.101045914, 0.997894820,
2470.121478229, 0.998609946,
2470.162343158, 0.997835365,
2470.182775571, 0.996963911,
2470.203207983, 0.996045438,
2470.223640396, 0.997583847,
2470.244072807, 0.997264776,
2470.264505218, 0.998615929,
2470.284937629, 0.997708145,
2470.305369939, 0.995294613,
2470.325802448, 0.998249816,
2470.346234857, 0.996354426,
2470.366667165, 0.994305870,
2470.407532080, 0.999241194,
2470.427964387, 0.994965762,
2470.448396893, 1.000649448,
2470.468829299, 1.000211802,
2470.489261803, 0.997511852,
2470.509694108, 0.997887795,
2470.530126512, 0.997169293,
2470.550559015, 0.998678985,
2470.570991318, 1.000469095,
2470.591423720, 0.996528353,
2470.611856222, 0.999824773,
2470.652720924, 0.994709083,
2470.673153424, 0.995139689,
2470.693585823, 0.995239911,
2470.714018122, 0.996084017,
2470.734450621, 0.996258457,
2470.754883019, 0.994375598,
2470.775315316, 0.998749631,
2470.795747813, 0.997580178,
2470.816180209, 0.996931418,
2470.836612505, 0.996008873,
2470.857045000, 0.997788619,
2470.897909889, 0.996626836,
2470.918342182, 0.995528852,
2470.938774575, 0.994428107,
2470.959207068, 0.994794231,
2470.979639359, 0.996472360,
2471.000071751, 0.997231235,
2471.020504242, 0.997246285,
2471.040936532, 0.994273352,
2471.061368922, 0.996676599,
2471.081801311, 0.997782570,
2471.102233699, 0.995616014,
2471.143098475, 0.994100896,
2471.163530862, 0.998130316,
2471.183963248, 0.995393131,
2471.204395734, 0.998447851,
2471.224828020, 0.998063476,
2471.245260405, 0.994953456,
2471.265692889, 0.997497999,
2471.286125172, 0.996526091,
2471.306557556, 0.995549617,
2471.326990038, 0.996012841,
2471.347422321, 0.993552152,
2471.367854802, 0.995112217,
2471.388287183, 0.997419386,
2471.408719463, 0.992430732,
2471.429151943, 0.994929616,
2471.449584323, 1.006453973,
2471.470016602, 0.997548379,
2471.490449080, 0.996439566,
2471.510881458, 0.998307167,
2471.531313835, 0.996634369,
2471.551746212, 0.999066738,
2471.572178588, 0.996715794,
2471.592610964, 0.993031514,
2471.633475713, 0.997518176,
2471.653908087, 0.998755810,
