BJD - 2454833, Corrected Flux
2384.831449025, 1.098268138,
2384.851881520, 1.059646419,
2384.872313914, 1.071942996,
2384.913178701, 1.038173077,
2384.933611093, 1.021342420,
2384.954043585, 1.034207657,
2384.974475877, 1.032708306,
2384.994908268, 1.047726063,
2385.015340759, 1.052775183,
2385.035773149, 1.037807704,
2385.056205439, 1.049622566,
2385.076637928, 1.042322405,
2385.097070317, 1.781383238,
2385.117502705, 1.037905555,
2385.137935093, 1.041978877,
2385.158367480, 1.083008145,
2385.178799867, 1.042062094,
2385.199232253, 1.035785791,
2385.219664638, 1.018388244,
2385.240097023, 1.025557128,
2385.260529408, 1.014776102,
2385.280961792, 1.010035002,
2385.301394176, 1.020371403,
2385.321826559, 0.975282798,
2385.342259042, 1.037392310,
2385.362691324, 1.036657940,
2385.383123705, 1.286089304,
2385.403556186, 1.184264841,
2385.423988467, 1.123500418,
2385.444420847, 1.069827418,
2385.464853327, 1.058091393,
2385.485285606, 1.052594713,
2385.505717985, 1.021388987,
2385.526150463, 1.032312417,
2385.546582741, 1.026686267,
2385.567015217, 1.061105706,
2385.587447594, 1.029827430,
2385.607879970, 1.013772668,
2385.628312346, 1.038537199,
2385.648744721, 1.019606587,
2385.669177096, 1.028764890,
2385.689609470, 1.001386690,
2385.710041843, 1.108339792,
2385.730474216, 1.045943155,
2385.750906689, 1.029872309,
2385.771338961, 1.008774436,
2385.791771433, 1.018146301,
2385.812203804, 1.004279975,
2385.832636074, 1.000233511,
2385.853068544, 0.984735714,
2385.873500914, 1.015202566,
2385.893933183, 0.990513742,
2385.914365651, 1.011842856,
2385.934798020, 1.029983589,
2385.955230287, 1.019764471,
2385.975662755, 1.011082838,
2385.996095021, 1.037544984,
2386.016527387, 1.024924157,
2386.036959853, 1.007877656,
2386.057392118, 1.020458516,
2386.077824583, 1.014237072,
2386.098256947, 1.012729862,
2386.139121673, 1.006447503,
2386.159554036, 1.004771613,
2386.179986398, 0.997518872,
2386.200418760, 1.019987953,
2386.220851121, 1.033131820,
2386.241283481, 1.083903154,
2386.261715942, 1.014662157,
2386.282148201, 1.008334198,
2386.302580561, 1.037424637,
2386.323013019, 1.010092951,
2386.343445277, 0.985389881,
2386.384310092, 1.049027573,
2386.404742349, 0.990197979,
2386.425174805, 1.034347970,
2386.445607161, 1.001836403,
2386.466039416, 0.988823951,
2386.486471870, 1.001026806,
2386.506904225, 0.997927903,
2386.527336478, 1.001326284,
2386.547768932, 1.026067919,
2386.568201284, 1.016757242,
2386.588633637, 1.033341582,
2386.609065988, 1.018893479,
2386.629498339, 1.025992985,
2386.649930790, 1.033599627,
2386.670363040, 1.040493261,
2386.690795390, 1.037579629,
2386.711227739, 1.038982584,
2386.731660088, 1.015651384,
2386.752092436, 0.985029465,
2386.772524784, 0.997374973,
2386.792957131, 1.004121834,
2386.813389478, 0.974271268,
2386.833821925, 0.973357549,
2386.854254170, 0.992517371,
2386.874686516, 1.030283143,
2386.895118960, 0.985116513,
2386.915551205, 0.992058109,
2386.935983548, 0.978194738,
2386.956415992, 1.005283158,
2386.976848235, 1.108424527,
2386.997280677, 1.220800201,
2387.017713019, 1.049122328,
2387.038145260, 0.999283580,
2387.058577701, 1.029519369,
2387.079010041, 1.000353580,
2387.099442381, 1.027010165,
2387.119874721, 1.005902272,
2387.140307060, 0.994677489,
2387.160739398, 0.998427985,
2387.181171736, 1.027876925,
2387.201604073, 0.989371474,
2387.222036411, 1.047167154,
2387.242468847, 1.040142689,
2387.262901083, 1.039186550,
2387.283333418, 1.039058141,
2387.303765853, 1.045773499,
2387.324198088, 1.037832922,
2387.344630522, 1.016887170,
2387.365062856, 1.015628227,
2387.385495088, 1.041608849,
2387.405927521, 1.120698046,
2387.426359753, 1.009171891,
2387.446792084, 1.018560668,
2387.467224516, 1.006161477,
2387.487656746, 1.008068832,
2387.508089076, 1.011530809,
2387.528521506, 1.035679175,
2387.548953735, 1.016982124,
2387.569386064, 0.992575171,
2387.610250720, 1.026548206,
2387.630683047, 1.024934274,
2387.651115473, 1.029585044,
2387.671547800, 1.014371858,
2387.691980125, 1.042163428,
2387.712412451, 1.028694061,
2387.732844775, 1.019073826,
2387.753277199, 1.026229497,
2387.773709423, 1.031852297,
2387.794141747, 1.044935263,
2387.814574169, 1.060193067,
2387.835006391, 1.000912011,
2387.855438713, 1.035660537,
2387.875871135, 1.050502608,
2387.896303356, 1.032130714,
2387.916735676, 0.996256831,
2387.937168096, 1.061787607,
2387.957600316, 1.034636372,
2387.978032634, 1.036524777,
2387.998465053, 1.017462580,
2388.018897271, 1.028979456,
2388.039329688, 1.053729257,
2388.059762005, 1.029418250,
2388.080194321, 1.017135244,
2388.100626638, 0.997618521,
2388.121058953, 1.016671919,
2388.141491268, 1.007678663,
2388.161923583, 1.027725468,
2388.182355897, 1.000012693,
2388.202788110, 0.993905544,
2388.223220523, 0.994863889,
2388.243652836, 1.048961597,
2388.264085048, 1.039307099,
2388.284517460, 0.996139452,
2388.304949771, 1.027839693,
2388.366246702, 1.000474778,
2388.386679111, 1.022570037,
2388.407111320, 1.003070488,
2388.427543628, 1.010605465,
2388.447976036, 1.007652369,
2388.468408243, 0.988209704,
2388.488840550, 1.012510134,
2388.509272956, 1.040058140,
2388.529705162, 1.054267672,
2388.550137468, 1.037451014,
2388.570569872, 1.040132330,
2388.591002177, 1.038483040,
2388.611434381, 1.098764128,
2388.631866784, 1.023252218,
2388.652299087, 1.034500781,
2388.672731290, 1.024514576,
2388.693163692, 1.011904311,
2388.713595993, 0.989578690,
2388.734028194, 0.990767395,
2388.754460595, 1.001305111,
2388.774892895, 1.004556625,
2388.795325295, 1.016870490,
2388.815757494, 1.011914938,
2388.836189792, 1.010898978,
2388.856622190, 1.030868393,
2388.877054388, 1.058310314,
2388.897486686, 1.065010556,
2388.917918982, 1.038911657,
2388.938351279, 1.060623279,
2388.958783574, 1.033909683,
2388.979215870, 1.014343171,
2388.999648164, 1.015871957,
2389.020080459, 1.002776241,
2389.040512753, 1.005319044,
2389.060945046, 1.006267259,
2389.081377339, 0.981820031,
2389.101809732, 1.017860672,
2389.122241924, 1.026232300,
2389.142674315, 1.010002745,
2389.163106606, 1.027707110,
2389.183538797, 1.000114137,
2389.203971187, 1.004024673,
2389.224403476, 1.041240876,
2389.244835666, 1.048818139,
2389.265268054, 1.040334212,
2389.285700342, 1.017978317,
2389.306132530, 0.997443691,
2389.326564917, 1.028132350,
2389.346997204, 1.024333016,
2389.367429390, 1.010203897,
2389.387861776, 1.023849385,
2389.408294061, 1.006370074,
2389.428726346, 1.013619111,
2389.449158631, 1.024828785,
2389.469590915, 1.014536726,
2389.490023198, 1.009453091,
2389.510455481, 1.025406633,
2389.530887764, 1.037162682,
2389.551320145, 1.020684444,
2389.571752427, 1.019254931,
2389.592184608, 1.047431960,
2389.612616989, 1.041121924,
2389.633049168, 1.007193552,
2389.653481448, 1.004955581,
2389.673913827, 0.992477555,
2389.694346006, 0.978576414,
2389.714778284, 0.981532042,
2389.735210662, 1.004997071,
2389.755642839, 1.035908109,
2389.776075116, 1.023269358,
2389.796507492, 1.072642607,
2389.816939668, 1.011420379,
2389.837371944, 1.016652930,
2389.857804318, 1.021191621,
2389.878236493, 1.045589968,
2389.898668867, 1.035978452,
2389.919101141, 1.037170699,
2389.939533414, 1.038739270,
2389.959965686, 0.984045561,
2389.980397958, 1.009435562,
2390.000830230, 0.999289563,
2390.021262501, 1.010177731,
2390.041694771, 1.001258986,
2390.062127042, 0.989554374,
2390.082559311, 1.019772645,
2390.102991581, 1.028974099,
2390.123423849, 1.026450159,
2390.143856218, 1.049561455,
2390.164288386, 1.033436680,
2390.184720653, 1.032753250,
2390.205153020, 1.065913425,
2390.225585187, 1.035192469,
2390.246017452, 1.022936821,
2390.266449818, 1.032400015,
2390.307314347, 1.013810410,
2390.327746611, 1.023286405,
2390.348178775, 1.004952274,
2390.368611138, 1.026180939,
2390.389043401, 1.036257040,
2390.409475563, 1.019957871,
2390.429907925, 1.017679559,
2390.450340086, 1.056820301,
2390.470772347, 1.021199906,
2390.491204708, 1.042690232,
2390.511636967, 1.056844258,
2390.532069127, 1.025033891,
2390.552501486, 1.004505459,
2390.572933744, 1.018611114,
2390.593365902, 1.007952593,
2390.613798260, 1.022706106,
2390.634230517, 1.001036375,
2390.654662674, 1.020417963,
2390.675095030, 1.046234747,
2390.695527285, 0.997446774,
2390.715959641, 0.990649454,
2390.736391795, 1.023844495,
2390.756824050, 1.025569915,
2390.777256403, 1.016476246,
2390.797688557, 1.007623290,
2390.818120810, 1.080611069,
2390.838553162, 1.019025161,
2390.858985314, 1.019811883,
2390.879417566, 1.010571055,
2390.899849917, 1.021477356,
2390.920282067, 1.007877789,
2390.940714318, 1.437464028,
2390.961146667, 1.095223602,
2390.981578916, 1.045724121,
2391.002011065, 1.019158475,
2391.022443413, 1.071737391,
2391.042875661, 1.084075979,
2391.063307908, 1.023473647,
2391.083740155, 1.036712432,
2391.104172402, 1.037198894,
2391.124604648, 1.036269773,
2391.145036893, 1.044418297,
2391.165469038, 1.024225636,
2391.185901383, 1.036644209,
2391.206333627, 1.035261440,
2391.226765770, 1.023128153,
2391.247198113, 1.008283329,
2391.267630357, 1.004982352,
2391.288062499, 1.005965177,
2391.308494840, 1.021150477,
2391.328927082, 0.998583979,
2391.349359323, 1.006207365,
2391.369791563, 1.016888035,
2391.390223803, 1.013537359,
2391.410656043, 1.000232434,
2391.431088281, 0.986677642,
2391.451520520, 1.040511586,
2391.471952858, 1.044864174,
2391.492385096, 1.051813796,
2391.512817233, 1.004732985,
2391.533249570, 0.999835818,
2391.553681806, 1.025132924,
2391.574113942, 1.014562726,
2391.594546277, 0.994661179,
2391.614978512, 1.014921113,
2391.635410646, 1.035180388,
2391.655842980, 1.025591670,
2391.676275214, 1.026652497,
2391.696707347, 1.026779901,
2391.717139680, 1.040497266,
2391.737571911, 1.021598529,
2391.758004043, 1.022049069,
2391.778436375, 1.048108364,
2391.798868605, 1.039855127,
2391.819300936, 1.029685426,
2391.839733065, 1.001794503,
2391.860165295, 1.022761596,
2391.880597524, 0.996311226,
2391.901029752, 1.016369177,
2391.921461980, 1.002478748,
2391.941894208, 1.037147866,
2391.962326435, 0.999930801,
2391.982758662, 0.997233285,
2392.003190988, 1.010782594,
2392.023623114, 1.023895286,
2392.044055339, 1.079779115,
2392.064487664, 1.047793200,
2392.084919788, 1.026197666,
2392.105352012, 1.021964784,
2392.125784335, 1.038070246,
2392.146216458, 1.021530203,
2392.166648681, 1.036386029,
2392.187081003, 1.025520546,
2392.207513125, 1.005363163,
2392.227945446, 1.023833746,
2392.268809787, 1.023363429,
2392.289242107, 1.028017494,
2392.309674326, 0.999034033,
2392.330106545, 1.020844890,
2392.350538764, 1.036079985,
2392.370970982, 1.046677875,
2392.391403199, 1.028291296,
2392.411835416, 1.020199360,
2392.432267633, 1.029733439,
2392.452699849, 1.038905748,
2392.473132165, 1.025882779,
2392.493564280, 1.033080672,
2392.513996495, 1.021514589,
2392.534428810, 1.034472158,
2392.554860923, 1.010266055,
2392.575293237, 1.009112556,
2392.595725450, 0.998174828,
2392.616157563, 1.011180458,
2392.636589874, 0.998794901,
2392.657021986, 1.025881905,
2392.677454198, 1.005195760,
2392.697886508, 1.040346848,
2392.718318619, 1.033961665,
2392.738750829, 1.024800976,
2392.759183138, 1.029377217,
2392.779615247, 1.000170666,
2392.800047455, 1.039739958,
2392.820479764, 1.014880281,
2392.840911971, 1.043150554,
2392.861344078, 1.001358792,
2392.881776385, 1.027460971,
2392.902208591, 0.996722568,
2392.922640697, 0.978056011,
2392.943073003, 1.015071216,
2392.963505207, 1.005852600,
2392.983937512, 1.010907857,
2393.004369616, 1.045258847,
2393.024801820, 1.010211691,
2393.045234123, 1.017429751,
2393.188259432, 1.003786494,
2393.208691632, 1.003534421,
2393.229123931, 0.976540673,
2393.249556029, 1.018814219,
2393.269988228, 1.061722015,
2393.290420525, 1.046530852,
2393.310852723, 1.042188057,
2393.331284919, 1.017858124,
2393.351717116, 1.023203825,
2393.372149212, 1.016125290,
2393.392581507, 1.027176446,
2393.413013703, 1.034968520,
2393.433445797, 0.995305288,
2393.453878091, 1.001990708,
2393.494742378, 0.972552438,
2393.515174672, 0.999299269,
2393.535606864, 1.017492654,
2393.556038956, 0.995714514,
2393.576471247, 0.999211258,
2393.596903438, 1.023543939,
2393.617335529, 1.020576493,
2393.637767819, 1.034337172,
2393.658200009, 1.031914691,
2393.678632198, 1.039078430,
2393.699064387, 1.020990458,
2393.719496576, 1.007039005,
2393.739928864, 1.023121999,
2393.760360951, 1.035786399,
2393.780793138, 1.011817287,
2393.801225425, 1.020357764,
2393.821657611, 0.995263101,
2393.842089697, 0.985571856,
2393.862521982, 1.000275939,
2393.882954167, 1.072141128,
2393.903386251, 1.021159111,
2393.923818535, 1.026607117,
2393.944250719, 1.012890162,
2393.964682802, 1.036044814,
2393.985115085, 1.016908946,
2394.005547267, 1.026511655,
2394.025979349, 1.022613617,
2394.046411630, 1.037575547,
2394.066843811, 1.034425142,
2394.087275892, 1.049619638,
2394.107708171, 1.000273613,
2394.128140251, 1.004489310,
2394.148572530, 1.011830332,
2394.169004709, 1.008999229,
2394.189436887, 1.000853386,
2394.230301242, 0.992410342,
2394.250733419, 1.021152035,
2394.271165596, 1.017485431,
2394.291597772, 1.033878720,
2394.312029948, 1.028522783,
2394.332462223, 1.018108213,
2394.352894298, 1.011332017,
2394.373326472, 1.034454924,
2394.393758746, 1.017519992,
2394.414190819, 1.091099542,
2394.434622992, 1.555996291,
2394.455055265, 1.499142177,
2394.475487337, 1.333193229,
2394.495919609, 1.115121433,
2394.516351780, 1.078270298,
2394.536783850, 1.040134687,
2394.557216121, 1.020198051,
2394.577648291, 1.063776505,
2394.598080360, 1.060606685,
2394.618512629, 1.019125809,
2394.638944798, 1.044910400,
2394.659376966, 1.041388157,
2394.679809134, 1.037141607,
2394.700241301, 1.041073096,
2394.720673468, 1.020746759,
2394.741105635, 1.021857046,
2394.761537801, 1.072147284,
2394.781969966, 0.992286816,
2394.802402231, 1.023081623,
2394.822834296, 0.996663275,
